,사업장명,인허가일자,인허가취소일자,폐업일자,상세영업상태코드,상세영업상태명,도로명주소,지번주소
1388,커브스상동클럽,20110324,,,13,영업중,"경기도 부천시 상동로 113, 207호 (상동, 승재프라자)",경기도 부천시 상동 534-1번지 승재프라자 207호 
1389,B&R휘트니스,20130613,,,13,영업중,"경기도 부천시 조마루로 387, 4층 (원미동)",경기도 부천시 원미동 48-4번지 4층
1390,바디채널 역곡점,20090825,,,13,영업중,"경기도 부천시 경인로 505, 201,202,209,210호 (괴안동, 역곡하이뷰)",경기도 부천시 괴안동 113-1 역곡하이뷰 
1391,청년피티 상동점,20160201,,,13,영업중,"경기도 부천시 송내대로265번길 17, 효성프라자 601,602,608호 (상동)",경기도 부천시 상동 538-1 효성프라자 
1392,빅토리휘트니스,20111230,,,13,영업중,"경기도 부천시 장말로 1, 301~302호 (상동)",경기도 부천시 상동 584-6번지 301~302호
1393,더스타일휘트니스(주),20101004,,,13,영업중,"경기도 부천시 상동로 87, 9층 (상동, 가나베스트타운)",경기도 부천시 상동 544-4번지 가나베스트타운 9층 
1394,(주)제이스,20100813,,,13,영업중,"경기도 부천시 길주로 91, 6층 (상동)",경기도 부천시 상동 534-6번지 6층
1395,팀에이치짐 부천역점,20120907,,,13,영업중,경기도 부천시 심곡로9번길 47 (심곡본동),경기도 부천시 심곡본동 666-8 
1396,신라헬스크럽,19960829,,,13,영업중,경기도 부천시 송내대로73번길 46 (상동),경기도 부천시 상동 407-1번지 
1397,바디앤댄스,20170224,,,13,영업중,"경기도 부천시 소사로775번길 11, 2층 (원종동)",경기도 부천시 원종동 228-1번지 2층
1398,유휘트니스,19980225,,,13,영업중,"경기도 부천시 경인로 573, 오즈빌딩 (괴안동)",경기도 부천시 괴안동 188-7 오즈빌딩 
1399,Justin gym(저스틴짐),20181022,,,13,영업중,"경기도 부천시 중동로248번길 31, 이스트타워 투 202호 (중동)",경기도 부천시 중동 1151-4번지 이스트타워 투 202호
1400,바디채널 역곡역북부점,20060316,,,13,영업중,"경기도 부천시 부일로 753, 로하스타워 9층 (역곡동)",경기도 부천시 역곡동 111-9 로하스타워 
1401,웰헬스,20160707,,,13,영업중,"경기도 부천시 신흥로 285, 2층 (중동)",경기도 부천시 중동 3-77번지 나성빌딩
1402,예뻐짐,20160804,,,13,영업중,"경기도 부천시 석천로169번길 30, 502-1호 (중동, 새롬프라자)",경기도 부천시 중동 1162-9번지 502-1호
1403,릿짐,20160622,,,13,영업중,"경기도 부천시 삼작로 292, 5층 (도당동)",경기도 부천시 도당동 131 
1404,주식회사 바디채널,20040623,,,13,영업중,"경기도 부천시 중동로248번길 52, 네이버시티빌딩 801호 (중동)",경기도 부천시 중동 1145-2번지 네이버시티빌딩 801호
1405,S맞춤운동센터,20171229,,,13,영업중,"경기도 부천시 경인로1185번길 71-13, 1층 (송내동)",경기도 부천시 송내동 699-3번지 
1406,다이어트팩토리,20151025,,,13,영업중,"경기도 부천시 길주로77번길 19-6, 2층 (상동, 중앙프라자)",경기도 부천시 상동 532-17번지 2층 
1407,영 PT샵,20140926,,,13,영업중,경기도 부천시 경인로 125 (송내동),경기도 부천시 송내동 554번지
1408,은성휘트니스 헬스,20041123,,,13,영업중,"경기도 부천시 수도로 202, 은성프라자 4층 (도당동)",경기도 부천시 도당동 43-3번지 은성프라자 
1409,바디온짐,20180621,,,13,영업중,"경기도 부천시 장말로 273, 유진빌딩 4층 (심곡동)",경기도 부천시 심곡동 308-17번지 유진빌딩
1410,와이짐,20061007,,,13,영업중,"경기도 부천시 성주로 86-10, 유진프라자 201,202호 (송내동)",경기도 부천시 송내동 450-3번지 송내동유진프라자 
1411,내추럴Gym,20171020,,,13,영업중,"경기도 부천시 은성로 66, 3층 (소사본동)",경기도 부천시 소사본동 195-1번지 
1412,부천시청역점 스포애니 주)케이디스포츠,20150902,,,13,영업중,"경기도 부천시 길주로 227, 5층 (중동, 성원빌딩)",경기도 부천시 중동 1035 성원빌딩 5층 
1413,동네 헬스장,20170822,,,13,영업중,"경기도 부천시 소사로 124, 3층 (소사본동)",경기도 부천시 소사본동 319-1 
1414,YKGYM,20160309,,,13,영업중,"경기도 부천시 중동로254번길 43, 3층 (중동)",경기도 부천시 중동 1147-10 3층호
1415,M new GYM,20070920,,,13,영업중,"경기도 부천시 성지로 111-1 (원종동,근상오피스(2,3층))","경기도 부천시 원종동 337-9번지 근상오피스(2,3층) "
1416,AMG휘트니스 부천점,20140117,,,13,영업중,"경기도 부천시 성주로 224, 3층 (심곡본동)",경기도 부천시 심곡본동 709 3층 
1417,크로스핏 거츠,20150306,,,13,영업중,"경기도 부천시 부일로 226 (상동, 대명그린프라자)","경기도 부천시 상동 463 대명그린프라자 B01,B호"
1418,GYM-S,20160406,,,13,영업중,"경기도 부천시 송내대로 37, 5층 (송내동, 라라스타찌오네)",경기도 부천시 송내동 709-2번지
1419,새싹피티,20141231,,,13,영업중,"경기도 부천시 까치로 86, 3층 (작동)",경기도 부천시 작동 71-5번지 
1420,PT하기 좋은날,20180302,,,13,영업중,"경기도 부천시 부일로 222, 유은빌딩 4층 501호 (상동)",경기도 부천시 상동 464-3번지 유은빌딩 
1421,바디와이짐,20110107,,,13,영업중,경기도 부천시 고리울로40번길 13-13 (고강동),경기도 부천시 고강동 389-3번지 
1422,리볼트짐,20100422,,,13,영업중,"경기도 부천시 소사로 851 (원종동,3층)",경기도 부천시 원종동 67-13 3층 
1423,부천YMCA,19991231,,,13,영업중,경기도 부천시 석천로169번길 42  (중동),경기도 부천시 중동 1167-4번지
1424,포에버핏,20171117,,,13,영업중,"경기도 부천시 길주로 276, 303호 (중동)",경기도 부천시 중동 1141-1번지 무광오피스텔 303호
1425,뉴바디 여성전용휘트니스,20131018,,,13,영업중,"경기도 부천시 부일로 224-14, 그랜드코아빌딩 701호 (상동)",경기도 부천시 상동 464-4 그랜드코아빌딩 701호
1426,S휘트니스클럽,20141020,,,13,영업중,"경기도 부천시 역곡로 488 (고강동, 한동빌딩)",경기도 부천시 고강동 349-1 
1427,더스토리짐,20150720,,,13,영업중,"경기도 부천시 길주로 237, 4층 406호 (중동, 중동메디칼)",경기도 부천시 중동 1035-3번지 406호
1428,쏘마휘트니스,20030820,,,13,영업중,"경기도 부천시 부일로 223, 지하1층 (상동, 투나쇼핑센타)",경기도 부천시 상동 461번지 지하1층 
1429,크라운짐휘트니스,20091229,,,13,영업중,"경기도 부천시 상동로117번길 31, 501호 (상동, 대림타운)",경기도 부천시 상동 533-8 대림타운501호 
1430,유핏,20171205,,,13,영업중,"경기도 부천시 옥산로 143-1, 2층 (도당동)",경기도 부천시 도당동 284-3번지 2층
1431,인어스휘트니스 송내점,20021116,,,13,영업중,"경기도 부천시 상일로 100, 송내부건프라자 7층 (상동)",경기도 부천시 상동 401-1번지 송내부건프라자 
1432,청년피티 중동점,20180618,,,13,영업중,"경기도 부천시 부흥로315번길 58, 502호 (중동)",경기도 부천시 중동 1126-2 아이타운 502호
1433,라이프휘트니스,20060829,,,13,영업중,경기도 부천시 원종로 7 (원종동),경기도 부천시 원종동 206-3번지
1434,바디채널휘트니스,20150727,,,13,영업중,"경기도 부천시 상동로 83, 5층 (상동, 그랜드프라자)",경기도 부천시 상동 544-5번지 
1435,스퍼스짐,20110706,,,13,영업중,"경기도 부천시 중동로254번길 19, 201,202호 (중동, 형신프라자)",경기도 부천시 중동 1150-11번지
1436,ABS퍼스널트레이닝 상동점,20140516,,,13,영업중,"경기도 부천시 길주로 81 (상동, 모건시티 206~207호)",경기도 부천시 상동 534-9번지 모건시티 206~207호
1437,원바디짐,20070125,,,13,영업중,"경기도 부천시 신흥로 250, 5층 (중동, 함천빌딩)",경기도 부천시 중동 1061-2번지 함천빌딩 5층
1438,비비필라앤피티,20160713,,,13,영업중,"경기도 부천시 길주로 199, 506호 (중동, 굿모닝프라자)",경기도 부천시 중동 1033-3번지 506호
1439,짐 클래식(GYM classic),20160912,,,13,영업중,"경기도 부천시 경인로 522, 위드프러스타워 2층 (괴안동)",경기도 부천시 괴안동 127-2 위드프러스타워 2층 
1440,센터오브그래비티,20171019,,,13,영업중,"경기도 부천시 소향로 35, 502호 (상동)",경기도 부천시 상동 546-10번지 월드프라자 502호
1441,현대 휘트니스,20121009,,,13,영업중,경기도 부천시 범안로 117 (범박동),경기도 부천시 범박동 155-2 
1442,월드헬스클럽,19971104,,,13,영업중,경기도 부천시 소사로 745 (원종동),경기도 부천시 원종동 224-1번지
1443,바디플라이짐,20130924,,,13,영업중,"경기도 부천시 상일로94번길 13, 3층 (상동)",경기도 부천시 상동 404번지 3층 
1444,빠짐플러스,20150316,,,13,영업중,"경기도 부천시 오정로 249, 2층 208호 (오정동, 오정프라자)",경기도 부천시 오정동 725번지 208호
1445,광성스포츠센터,20090224,,,13,영업중,"경기도 부천시 옥산로138번길 30, 지하1층 (춘의동, 광성프라자)",경기도 부천시 춘의동 127 광성프라자 지하1층 
1446,우먼아이엔지짐,20160205,,,13,영업중,"경기도 부천시 소사로 754, 5층 (원종동)",경기도 부천시 원종동 280-12 
1447,바운드짐 중동역점,20141002,,,13,영업중,"경기도 부천시 중동로 48, 9층 901호 (송내동)",경기도 부천시 송내동 373 
1448,RAD,20140317,,,13,영업중,"경기도 부천시 경인로 520, 7층 (괴안동)",경기도 부천시 괴안동 127-1번지 7층
1449,터짐,20160823,,,13,영업중,"경기도 부천시 길주로 183, 지하층 B101호 (중동, 영라이프빌딩)",경기도 부천시 중동 1031-3번지 지하층B101호
1450,엔조이 짐,20160603,,,13,영업중,"경기도 부천시 역곡로482번길 22, 용일빌딩 (고강동)",경기도 부천시 고강동 371번지 용일빌딩 
1451,훈핏,20120120,,,13,영업중,"경기도 부천시 부천로 52, 2층 (심곡동)",경기도 부천시 심곡동 161-1 
1452,일죽스포렉스,20030820,,,13,영업중,"경기도 부천시 소사로 802-1 (원종동,성운빌딩 5층)",경기도 부천시 원종동 231-14번지 성운빌딩 5층 
1453,대성헬스,19950315,,,13,영업중,경기도 부천시 호현로 495 (소사본동),경기도 부천시 소사본동 94-1 
1454,고짐(GO GYM),20020320,,,13,영업중,"경기도 부천시 중동로 153, 6층 (중동)",경기도 부천시 중동 752-3번지 
1455,안래기 복싱클럽,20121018,,,13,영업중,경기도 부천시 범안로 60  (괴안동),경기도 부천시 괴안동 155-6번지
1456,짐타임피트니스,20110314,,,13,영업중,"경기도 부천시 경인로 511, 9층 901호 (괴안동)",경기도 부천시 괴안동 113-8 대덕빌딩 9층 901호
1457,써클30,20160329,,20200206.0,35,직권말소,"경기도 부천시 송내대로265번길 67, 303호 (상동, 월드컵타운)",경기도 부천시 상동 536-2번지 303호
1458,요한헬스,19990624,,20180710.0,35,직권말소,경기도 부천시 신흥로276번길 25 (중동),경기도 부천시 중동 3-51번지
1459,썬헬스클럽,20050725,,20110919.0,35,직권말소,"경기도 부천시 부천로90번길 8, 801호 (원미동, 아송메디칼프라자)",경기도 부천시 원미동 137-2번지 아송메디칼프라자 801호
1460,오정헬스클럽,19980303,,20200401.0,35,직권말소,경기도 부천시 오정로 254 (오정동),경기도 부천시 오정동 177-9번지 
1461,바디 마스터 휘트니스,20060710,,20170623.0,35,직권말소,"경기도 부천시 소사로 184 (소사본동,3층)",경기도 부천시 소사본동 184-6번지 3층
1462,우남휘트니스센터,20070405,,20110711.0,35,직권말소,경기도 부천시 경인로 509  (괴안동),경기도 부천시 괴안동 113-6번지
1463,아르바임,20160304,,20220302.0,35,직권말소,"경기도 부천시 중동로248번길 31, 402호 (중동, 이스트타워 투)",경기도 부천시 중동 1151-4 
1464,라이더H.C스포츠,20111006,,20170502.0,35,직권말소,"경기도 부천시 길주로 70, 203~204호 (상동, 강산타운)","경기도 부천시 상동 548-6번지 강산타운 203호,204호"
1465,원종헬스클럽,20120601,,20161228.0,35,직권말소,"경기도 부천시 삼작로 400 (원종동,201호)",경기도 부천시 원종동 367번지 201호
1466,(주)소풍스포츠센터,20090625,,20170502.0,35,직권말소,"경기도 부천시 송내대로 239, 7C02호 (상동, 소풍)",경기도 부천시 상동 539-1번지 소풍 7C02호
1467,히어로짐,20140610,,20180426.0,35,직권말소,"경기도 부천시 길주로 125, 202호 (상동, 다승프라자)",경기도 부천시 상동 538-7번지 다승프라자 202호
1468,윌핏,20150909,,20220701.0,35,직권말소,"경기도 부천시 장말로216번길 3, 304호 (중동, 팰리스카운티 푸르지오상가)",경기도 부천시 중동 1288 푸르지오상가 304호
1469,머슬밸런스,20151120,,20170502.0,35,직권말소,"경기도 부천시 길주로77번길 19, 6층 (상동, 세진프라자)",경기도 부천시 상동 532-16번지 세진프라자 6층
1470,이동형헬스클럽,19990107,,20161228.0,35,직권말소,경기도 부천시 고리울로51번길 20 (고강동),경기도 부천시 고강동 394번지
1471,그린헬스클럽,19970320,,20191230.0,35,직권말소,"경기도 부천시 부일로495번길 42, 3층 (심곡동, 청골빌딩)",경기도 부천시 심곡동 150-15번지 청골빌딩 3층 
1472,웰빙휘트니스,20060106,,20190117.0,35,직권말소,"경기도 부천시 부일로779번길 38, 2~3층 (역곡동)","경기도 부천시 역곡동 214번지 2,3층 "
1473,그랑블루 휘트니스,20031018,,20170502.0,35,직권말소,"경기도 부천시 길주로 70, 801일부호 (상동, 강산타운)",경기도 부천시 상동 548-6번지 강산타운 801호 일부
1474,유핏,20160719,,20180710.0,35,직권말소,"경기도 부천시 석천로 176, 2층 (중동, 이원빌딩)",경기도 부천시 중동 1159번지
1475,동부휘트니스클럽,20051121,,20110728.0,35,직권말소,"경기도 부천시 경인로536번길 23  (괴안동,1층)",경기도 부천시 괴안동 167번지 1층
1476,신헬스라인,19990402,,20100120.0,35,직권말소,경기도 부천시 고강로72번길 49  (고강동),경기도 부천시 고강동 310-15번지
1477,펌프휘트니스,20060615,,20200401.0,35,직권말소,"경기도 부천시 삼작로 22 (삼정동,부천테크노파크1단지 관리동 3층)",경기도 부천시 삼정동 364번지 부천테크노파크1단지 관리동 3층 
1478,팀 리치망고,20151208,,20180710.0,35,직권말소,"경기도 부천시 중동로254번길 81, 203~204호 (중동, 월드코아)",경기도 부천시 중동 1142-14번지 월드코아 203~204호
1479,소사청구헬스,20001103,,20071231.0,3,폐업,경기도 부천시 소사로 206  (소사본동),경기도 부천시 소사본동 153-20번지
1480,중동피트니스,20050415,,20050429.0,3,폐업,,경기도 부천시 송내동 370-6번지 3층
1481,새마을 휘트니스,20050630,,20161202.0,3,폐업,"경기도 부천시 경인로 203, 10층 (심곡본동)",경기도 부천시 심곡본동 534-14번지 서전빌딩 10층
1482,프라임헬스,19961217,,20060523.0,3,폐업,경기도 부천시 석천로38번길 5  (상동),경기도 부천시 상동 242-8번지
1483,동양헬스크럽,19960725,,20090113.0,3,폐업,경기도 부천시 길주로377번가길 29  (춘의동),경기도 부천시 춘의동 138-1번지
1484,중동 휘트니스,20050707,,20120110.0,3,폐업,"경기도 부천시 중동로 65-1  (송내동,청주빌딩 2층)",경기도 부천시 송내동 370-1번지 청주빌딩 2층
1485,(주) 타이거알유,20131004,,20181227.0,3,폐업,경기도 부천시 범안로129번길 83 (범박동),경기도 부천시 범박동 14-16번지 
1486,우성헬스육체미,19900111,,19970310.0,3,폐업,경기도 부천시 경인로53번길 30  (송내동),경기도 부천시 송내동 365-5번지
1487,챔프헬스피아,19960514,,20051207.0,3,폐업,경기도 부천시 조종로 6  (원미동),경기도 부천시 원미동 134-1번지
1488,왕산헬스센타,19990318,,20031129.0,3,폐업,경기도 부천시 은성로 82  (소사본동),경기도 부천시 소사본동 197-1번지
1489,파라마운트 휘트니스,20100928,,20170419.0,3,폐업,"경기도 부천시 신흥로 150-1, 상가8동 B101호 (중동, 위브터스테이트)",경기도 부천시 중동 1112번지 위브더스테이트 상가8동 B101호
1490,피플헬스,20011215,,20171116.0,3,폐업,"경기도 부천시 길주로 231, 4층 (중동)",경기도 부천시 중동 1035-1번지 크리스탈빌딩 4층 
1491,피스톤,19980602,,20081231.0,3,폐업,경기도 부천시 중동로262번길 40  (중동),경기도 부천시 중동 1147-1번지
1492,AAT센터,20170306,,20180302.0,3,폐업,"경기도 부천시 중동로248번길 71, 901호 (중동, 신풍프라자)",경기도 부천시 중동 1143-6번지 901호
1493,에스엠스포츠과학센터,20161226,,20200831.0,3,폐업,"경기도 부천시 부흥로307번길 23, 502호 (중동, 태정빌딩)",경기도 부천시 중동 1123-4 502호
1494,SJ스포렉스,20051011,,20070307.0,3,폐업,"경기도 부천시 경인로 509  (괴안동,10층)",경기도 부천시 괴안동 113-6번지 10층
1495,태광헬스스포츠,19930318,,20090206.0,3,폐업,경기도 부천시 경인로 265  (심곡본동),경기도 부천시 심곡본동 554-8번지
1496,APEX.sports 헬스,20040204,,20090803.0,3,폐업,"경기도 부천시 상동로117번길 49,  701호 (상동,아트프라자)",경기도 부천시 상동 533-3번지 아트프라자 701호
1497,헬싱타운,20030331,,20060321.0,3,폐업,"경기도 부천시 성주로 225  (심곡본동,3층)",경기도 부천시 심곡본동 698-2번지 3층
1498,락시웰리스센터,20031103,,20050127.0,3,폐업,"경기도 부천시 길주로 300  (중동,LG백화점)",경기도 부천시 중동 1140번지 LG백화점
1499,대명헬스클럽,19970328,,20030324.0,3,폐업,"경기도 부천시 경인로 155  (송내동,3층)",경기도 부천시 송내동 564-4번지 3층
1500,일죽헬스장,19991129,,20070822.0,3,폐업,경기도 부천시 부일로483번길 33  (심곡동),경기도 부천시 심곡동 164-8번지
1501,천수헬스,20050117,,20170330.0,3,폐업,"경기도 부천시 범안로 55 (괴안동,홈타운프라자6층)",경기도 부천시 괴안동 87-1번지 홈타운프라자6층
1502,GYM-S,20040907,,20160411.0,3,폐업,"경기도 부천시 송내대로 37  (송내동,라라스타 찌오네빌딩5층)",경기도 부천시 송내동 709-2번지 라라스타 찌오네빌딩5층
1503,네오피아휘트니스,20021230,,20071228.0,3,폐업,"경기도 부천시 상동로 105  (상동,현해프라자 801호)",경기도 부천시 상동 534-5번지 현해프라자 801호
1504,허브헬스,20021205,,20080418.0,3,폐업,경기도 부천시 경인로 507  (괴안동),경기도 부천시 괴안동 113-3번지
1505,다빈치스포츠센터,20130320,,20130731.0,3,폐업,"경기도 부천시 부일로 496, 지하1층 (심곡동)",경기도 부천시 심곡동 145-11번지 지하1층호
1506,바디마스터,20151105,,20200113.0,3,폐업,"경기도 부천시 부천로54번길 10, 2층 201호 (심곡동, 영도빌딩)",경기도 부천시 심곡동 161-3번지 영도빌딩 201호
1507,연세태권도체육관,20060911,,20091231.0,3,폐업,"경기도 부천시 오정로 247  (오정동,썬프라자 302호)",경기도 부천시 오정동 200-1번지 썬프라자 302호
1508,부천휘트니스클럽,20030805,,20060620.0,3,폐업,경기도 부천시 경인로 231  (심곡본동),경기도 부천시 심곡본동 545번지
1509,DM존헬스클럽,20000105,,20110624.0,3,폐업,경기도 부천시 성주로 74  (송내동),경기도 부천시 송내동 453-12번지
1510,파워헬스장,19991231,,20101028.0,3,폐업,,경기도 부천시 중동 그린타운 한신 지하1층
1511,국일헬스체육관,19900119,,20140519.0,3,폐업,경기도 부천시 경인로 512 (괴안동),경기도 부천시 괴안동 114-7번지
1512,크로스핏 킹콩,20160902,,20220902.0,3,폐업,"경기도 부천시 부광로 12, B1호 (괴안동)",경기도 부천시 괴안동 115-7 
1513,(주)타이거알유,20070126,,20110118.0,3,폐업,"경기도 부천시 소향로 101, 3층 (중동)","경기도 부천시 중동 1169-1번지 3,4층"
1514,파워헬스클럽,20030326,,20121005.0,3,폐업,"경기도 부천시 도약로 25, 501~502호 (상동, 대동프라자)","경기도 부천시 상동 523-3번지 대동프라자501,502호"
1515,광호남.여헬스,19980213,,20180626.0,3,폐업,경기도 부천시 옥산로 159 (도당동),경기도 부천시 도당동 283-7번지
1516,휘트니스 인,20090205,,20151231.0,3,폐업,"경기도 부천시 길주로 219, 305,306,307,308호 (중동, 드림빌딩)",경기도 부천시 중동 1034-4번지 드림빌딩 305~8호
1517,MS24GYM,20150108,,20180308.0,3,폐업,"경기도 부천시 석천로184번길 28, 302호 (중동, 씨티원프라자)",경기도 부천시 중동 1158-6번지 시티원프라자 302호
1518,Team.Y,20130227,,20190819.0,3,폐업,"경기도 부천시 길주로 273, 404~406호 (중동, 신명타운)",경기도 부천시 중동 1058-1번지 신명타운 404호
1519,프로미스짐앤핫요가,20160628,,20170220.0,3,폐업,"경기도 부천시 경인로 507, 401호 (괴안동)",경기도 부천시 괴안동 113-3번지
1520,원종스포츠센터,20130530,,20140102.0,3,폐업,"경기도 부천시 원종로 63, 2층 (원종동)",경기도 부천시 원종동 276-9번지 2층호
1521,부천헬스피아,20020321,,20090113.0,3,폐업,경기도 부천시 조종로20번길 33  (원미동),경기도 부천시 원미동 147-2번지
1522,TWT,20150605,,20150618.0,3,폐업,"경기도 부천시 부흥로 2, 203,204호 (상동, 송림프라자)","경기도 부천시 상동 573-2번지 송림프라자 203,204호"
1523,소사헬스클럽,19980213,,20061123.0,3,폐업,경기도 부천시 소사로 281  (소사동),경기도 부천시 소사동 44-16번지
1524,월드스포츠쎈타,20120426,,20150727.0,3,폐업,"경기도 부천시 부천로 3-1, 지하1층 5호 (심곡동)",경기도 부천시 심곡동 173-1번지 지하1층 5호
1525,옥주현휘트니스,20040901,,20110428.0,3,폐업,"경기도 부천시 송내대로265번길 59  (상동,8층)",경기도 부천시 상동 536-4번지 8층
1526,휘트니스 투데이,20070222,,20100910.0,3,폐업,"경기도 부천시 신흥로 150-1, 상가8동 B101, B102호 (중동,위브더스테이트)","경기도 부천시 중동 1112번지 위브더스테이트 상가8동 B101, B102호"
1527,힘찬스포츠랜드,20130529,,20131016.0,3,폐업,"경기도 부천시 중동로248번길 105, 202호 (중동, 조이럭타운)",경기도 부천시 중동 1138-1번지 조이럭타운 202호
1528,와우 휘트니스,20031223,,20091222.0,3,폐업,"경기도 부천시 삼작로 292  (도당동,3층)",경기도 부천시 도당동 131번지 3층
1529,화랑헬스크럽,19980612,,20110404.0,3,폐업,경기도 부천시 성주로 168  (심곡본동),경기도 부천시 심곡본동 585-1번지
1530,YG스포츠,20150203,,20180713.0,3,폐업,"경기도 부천시 상동로 113, 301호 (상동)",경기도 부천시 상동 534-1번지 301호
1531,킹헬스크럽,19930629,,20060131.0,3,폐업,경기도 부천시 삼작로 287  (도당동),경기도 부천시 도당동 116-14번지
1532,굿모닝휘트니스,20011022,,20070831.0,3,폐업,경기도 부천시 부일로 293  (상동),경기도 부천시 상동 318-5번지
1533,로얄헬스,19920213,,20031201.0,3,폐업,경기도 부천시 성주로 80  (송내동),경기도 부천시 송내동 452-6번지
1534,헬스타임,20020320,,20170221.0,3,폐업,경기도 부천시 부흥로303번길 62 (중동),경기도 부천시 중동 1128번지
1535,한양 휘트니스,20040730,,20051021.0,3,폐업,,경기도 부천시 상동 550-7번지
1536,별휘트니스,20060608,,20190716.0,3,폐업,경기도 부천시 소안로 10 (소사본동),경기도 부천시 소사본동 244-66 동문밀리언상가 
1537,테크노헬스클럽,19930601,,20181218.0,3,폐업,경기도 부천시 부흥로 405 (심곡동),경기도 부천시 심곡동 181-13번지 
1538,비타민 휘트니스,20040512,,20180803.0,3,폐업,"경기도 부천시 경인로216번길 27 (심곡본동,테마타운 4층)",경기도 부천시 심곡본동 663-10번지 테마타운 4층 
1539,그랜드헬스크럽,19980602,,20080222.0,3,폐업,경기도 부천시 부일로 224-14  (상동),경기도 부천시 상동 464-4번지
1540,훼밀리헬스,20010929,,20050418.0,3,폐업,,경기도 부천시 원미동 151-1번지
1541,청성헬스크럽,19950215,,20031203.0,3,폐업,경기도 부천시 소사로 237-3  (소사본동),경기도 부천시 소사본동 82-16번지
1542,한 휘트니스,20030317,,20080416.0,3,폐업,"경기도 부천시 원미로97번길 31  (원미동,2층)",경기도 부천시 원미동 173-5번지 2층
1543,리복헬스,20010219,,20050404.0,3,폐업,경기도 부천시 부일로 224-14  (상동),경기도 부천시 상동 464-4번지
1544,중동스포츠센터,20120921,,20130509.0,3,폐업,"경기도 부천시 중동로248번길 105, 310호 (중동, 조이럭타운)",경기도 부천시 중동 1138-1번지 조이럭타운 310호
1545,드림휘트니스,20021226,,20050221.0,3,폐업,"경기도 부천시 성오로 127  (원종동,2층)",경기도 부천시 원종동 141-17번지 2층
1546,헬스나라,20010825,,20090113.0,3,폐업,경기도 부천시 소향로 246  (중동),경기도 부천시 중동 1134번지
1547,Fitness only.1,20180628,,20191224.0,3,폐업,"경기도 부천시 범안로 231-15, 옥길중앙타워 802,803,804호 (옥길동)",경기도 부천시 옥길동 777-2 
1548,월드여성전용헬스크럽,20000921,,20061228.0,3,폐업,경기도 부천시 부일로 466  (심곡동),경기도 부천시 심곡동 175-11번지
1549,휘트니스-짐,20020603,,20070123.0,3,폐업,경기도 부천시 신흥로 250  (중동),경기도 부천시 중동 1061-2번지
1550,국민헬스,19901010,,20130308.0,3,폐업,"경기도 부천시 부천로 395  (내동,3층)",경기도 부천시 내동 271-2번지 3층
1551,영스피닝,20151006,,20171016.0,3,폐업,경기도 부천시 은성로 66 (소사본동),경기도 부천시 소사본동 195-1번지
1552,헬스&HEALTH,20020709,,20190405.0,3,폐업,"경기도 부천시 조마루로 87, 401호 (상동, 늘푸른종합상가)",경기도 부천시 상동 557-3번지 늘푸른종합상가 401호
1553,휠라웰빙클럽,20050315,,20071018.0,3,폐업,,경기도 부천시 중동 544-1번지 로얄타워 504호
1554,헬스나라,20060711,,20070725.0,3,폐업,"경기도 부천시 조마루로285번길 60  (중동,5층)",경기도 부천시 중동 1134-1번지 5층
1555,바디핏,20170209,,20190109.0,3,폐업,"경기도 부천시 여월로 72, 여월프라자 (여월동)",경기도 부천시 여월동 334번지 여월프라자 
1556,코리아헬스크럽,20050309,,20060801.0,3,폐업,"경기도 부천시 성오로 127  (원종동,2층3층)",경기도 부천시 원종동 141-17번지 2층3층
1557,지지아나스포렉스,20040628,,20040721.0,3,폐업,경기도 부천시 부천로 7  (심곡동),경기도 부천시 심곡동 174-1번지
1558,21세기헬스,20021031,,20060413.0,3,폐업,경기도 부천시 소향로13번길 14-22  (상동),경기도 부천시 상동 546-4번지
1559,서울휘트니스,20090926,,20100818.0,3,폐업,"경기도 부천시 신상로 25  (상동,오토맥스 8층)",경기도 부천시 상동 621-4번지 오토맥스 8층
1560,건강한사람들,20021206,,20090113.0,3,폐업,"경기도 부천시 부일로 774  (역곡동,다동 2층)",경기도 부천시 역곡동 113번지 다동 2층
1561,일신휘트니스,20010208,,20080623.0,3,폐업,경기도 부천시 소향로 131  (중동),경기도 부천시 중동 1161-3번지
1562,유스포스포츠센터,20061018,,20100705.0,3,폐업,경기도 부천시 신흥로 321  (약대동),경기도 부천시 약대동 169-115번지
1563,Circuit 30,20150224,,20160712.0,3,폐업,"경기도 부천시 석천로169번길 30, 502-1호 (중동, 새롬프라자)",경기도 부천시 중동 1162-9번지 새롬프라자 502-1호
1564,원광태권도,20060425,,20060425.0,3,폐업,"경기도 부천시 석천로44번길 51  (상동,3층)",경기도 부천시 상동 239번지 3층
1565,삼손여성전용헬스,19980629,,20031203.0,3,폐업,,경기도 부천시 괴안동 3-6번지
1566,바디핏,20150318,,20170203.0,3,폐업,"경기도 부천시 여월로 72, 4층 405호 (여월동, 여월프라자)",경기도 부천시 여월동 334번지 405호
1567,여성전용 이루어짐,20161021,,20220124.0,3,폐업,"경기도 부천시 소사로 202, 4층 (소사본동, 성산빌딩)",경기도 부천시 소사본동 160 4층 
1568,부천헬스크럽,19930318,,20031203.0,3,폐업,경기도 부천시 소사로 171  (소사본동),경기도 부천시 소사본동 183-11번지
1569,유스포 메드,20040813,,20090113.0,3,폐업,"경기도 부천시 길주로 237  (중동,6층)",경기도 부천시 중동 1035-3번지 6층
