사업장명,인허가일자,인허가취소일자,휴업시작일자,휴업종료일자,폐업일자,영업상태명,소재지전체주소,도로명전체주소,주소,"폐업,전출,휴업,취소,말소여부","폐업,전출,휴업,취소,말소일자","폐업,전출,휴업,취소,말소연도",인허가연도
포텐터짐1205,2020-04-14,,,,,영업/정상,경상남도 밀양시 내이동 721-4,"경상남도 밀양시 중앙로 396, 3층 (내이동)","경상남도 밀양시 중앙로 396, 3층 (내이동)",0,,,2020
조 짐(Jo gym) 옥포점,2020-06-22,,,,,영업/정상,경상남도 거제시 옥포동 535-26 해수빌딩,"경상남도 거제시 옥포로 206, 해수빌딩 4,5층 (옥포동)","경상남도 거제시 옥포로 206, 해수빌딩 4,5층 (옥포동)",0,,,2020
명랑클럽,2021-10-15,,,,,영업/정상,경상남도 김해시 외동 1261-9 한국아파트 상가,"경상남도 김해시 함박로 120, 한국아파트 상가 506호 (외동)","경상남도 김해시 함박로 120, 한국아파트 상가 506호 (외동)",0,,,2021
AJ스파&휘트니스,2021-10-13,,,,,영업/정상,경상남도 진주시 칠암동 490-1,"경상남도 진주시 동진로 22, 6층 (칠암동)","경상남도 진주시 동진로 22, 6층 (칠암동)",0,,,2021
페리아,2021-10-13,,,,,영업/정상,경상남도 창원시 마산회원구 합성동 267 마산시외버스터미널,"경상남도 창원시 마산회원구 3·15대로 756, 마산시외버스터미널 5층 (합성동)","경상남도 창원시 마산회원구 3·15대로 756, 마산시외버스터미널 5층 (합성동)",0,,,2021
피트니스055 합성점,2021-11-09,,,,,영업/정상,경상남도 창원시 마산회원구 합성동 126-4 CGV,"경상남도 창원시 마산회원구 3·15대로 736, CGV 5층 504호 (합성동)","경상남도 창원시 마산회원구 3·15대로 736, CGV 5층 504호 (합성동)",0,,,2021
리턴핏 교대점,2021-10-20,,,,,영업/정상,경상남도 진주시 신안동 447-1,"경상남도 진주시 진양호로 348, 3층 (신안동)","경상남도 진주시 진양호로 348, 3층 (신안동)",0,,,2021
Higher LAB(하이어랩),2021-10-20,,,,,영업/정상,경상남도 진주시 상평동 275-81,"경상남도 진주시 공단로 29-1, 2층 (상평동)","경상남도 진주시 공단로 29-1, 2층 (상평동)",0,,,2021
이룸피트니스&스쿼시,2021-11-26,,,,,영업/정상,경상남도 진주시 신안동 27-13 남도레포츠타운,"경상남도 진주시 남강로 491, 남도레포츠타운 2층 (신안동)","경상남도 진주시 남강로 491, 남도레포츠타운 2층 (신안동)",0,,,2021
로그피트니스,2021-10-27,,,,,영업/정상,경상남도 김해시 삼계동 1460-4,"경상남도 김해시 가야로 165, 401호 (삼계동)","경상남도 김해시 가야로 165, 401호 (삼계동)",0,,,2021
피티그램,2021-10-28,,,,,영업/정상,경상남도 양산시 물금읍 가촌리 549-2,"경상남도 양산시 물금읍 가촌로 117, 5층","경상남도 양산시 물금읍 가촌로 117, 5층",0,,,2021
더착한짐,2021-11-05,,,,,영업/정상,경상남도 양산시 동면 석산리 1478-4 착한빌딩,"경상남도 양산시 동면 금오2길 68, 착한빌딩 3층","경상남도 양산시 동면 금오2길 68, 착한빌딩 3층",0,,,2021
디테일 1:1 PT,2021-12-01,,,,,영업/정상,경상남도 창원시 의창구 북면 감계리 56,"경상남도 창원시 의창구 북면 동전로110번길 8, 플래츠나인 상가 3층 304호","경상남도 창원시 의창구 북면 동전로110번길 8, 플래츠나인 상가 3층 304호",0,,,2021
머슬팩토리24 경상대점,2021-11-18,,,,,영업/정상,경상남도 진주시 가좌동 478-1,"경상남도 진주시 진주대로 548, 6층 (가좌동)","경상남도 진주시 진주대로 548, 6층 (가좌동)",0,,,2021
마이노짐(mynogym),2021-11-22,,,,,영업/정상,경상남도 창원시 마산회원구 석전동 245-1 신우종합스포츠,"경상남도 창원시 마산회원구 양덕서8길 6, 신우종합스포츠 지하1층 (석전동)","경상남도 창원시 마산회원구 양덕서8길 6, 신우종합스포츠 지하1층 (석전동)",0,,,2021
머슬팩토리 율하점,2021-11-10,,,,,영업/정상,경상남도 김해시 율하동 1349-1,"경상남도 김해시 율하3로 38, 경보오션 3층 301호 (율하동)","경상남도 김해시 율하3로 38, 경보오션 3층 301호 (율하동)",0,,,2021
