사업장명,인허가일자,인허가취소일자,휴업시작일자,휴업종료일자,폐업일자,영업상태명,소재지전체주소,도로명전체주소,주소,"폐업,전출,휴업,취소,말소여부","폐업,전출,휴업,취소,말소일자","폐업,전출,휴업,취소,말소연도",인허가연도
한국헬스센터,2001-10-29,,,,20100216.0,폐업,광주광역시 서구 화정동 938번지,광주광역시 서구 화정로244번길 33-1  (화정동),광주광역시 서구 화정로244번길 33-1  (화정동),1,2010-02-16,2010,2001
리빙헬스타운,2002-01-30,,,,20151228.0,폐업,광주광역시 서구 내방동 475-2번지,광주광역시 서구 내방로278번길 12 (내방동),광주광역시 서구 내방로278번길 12 (내방동),1,2015-12-28,2015,2002
태광헬스,2002-01-31,,,,20080408.0,폐업,광주광역시 서구 화정동 786-6번지,광주광역시 서구 화운로 172  (화정동),광주광역시 서구 화운로 172  (화정동),1,2008-04-08,2008,2002
한국헬스센터,2002-05-04,,,,20060529.0,폐업,광주광역시 서구 치평동 1187번지,광주광역시 서구 치평로 124  (치평동),광주광역시 서구 치평로 124  (치평동),1,2006-05-29,2006,2002
굿모닝헬스센터,2002-10-14,,,,20161228.0,폐업,광주광역시 서구 풍암동 1090번지,광주광역시 서구 풍암2로 71 (풍암동),광주광역시 서구 풍암2로 71 (풍암동),1,2016-12-28,2016,2002
J-fit,2017-06-09,,,,20190319.0,폐업,광주광역시 광산구 신창동 1215-2번지,"광주광역시 광산구 신창로 56, 2층 (신창동)","광주광역시 광산구 신창로 56, 2층 (신창동)",1,2019-03-19,2019,2017
첨단스포츠센타 헬스장,2017-11-09,,,,20211029.0,폐업,광주광역시 광산구 쌍암동 675-1 5층,"광주광역시 광산구 첨단중앙로170번길 92, 5층 (쌍암동)","광주광역시 광산구 첨단중앙로170번길 92, 5층 (쌍암동)",1,2021-10-29,2021,2017
마이헬스클럽,1999-06-03,,,,20030324.0,폐업,광주광역시 서구 쌍촌동 980-6번지,광주광역시 서구 운천로184번길 12  (쌍촌동),광주광역시 서구 운천로184번길 12  (쌍촌동),1,2003-03-24,2003,1999
송원헬스건강센타,2006-11-01,,,,20141201.0,폐업,광주광역시 서구 쌍촌동 997-71번지,광주광역시 서구 상무대로 964 (쌍촌동),광주광역시 서구 상무대로 964 (쌍촌동),1,2014-12-01,2014,2006
c'&'c s-line club,2011-05-17,,,,20161228.0,폐업,광주광역시 서구 동천동 630번지 (2층),"광주광역시 서구 하남대로 704, 2층 (동천동)","광주광역시 서구 하남대로 704, 2층 (동천동)",1,2016-12-28,2016,2011
