,사업장명,인허가일자,인허가취소일자,휴업시작일자,휴업종료일자,폐업일자,영업상태명,도로명전체주소
233,바디케어짐,20180119,,,,,영업/정상,"서울특별시 광진구 천호대로 805, 석원빌딩 4층 (광장동)"
234,피트니스 아레나,20180306,,,,,영업/정상,"서울특별시 광진구 아차산로 563, 대한제지(주) 사옥 지하2층 (광장동)"
235,미진헬스크럽,20000523,,,,,영업/정상,서울특별시 금천구 독산로 56  (시흥동)
236,신협헬스장,20000531,,,,,영업/정상,서울특별시 금천구 독산로 281  (독산동)
237,G.X휘트니스센터,20060330,,,,,영업/정상,서울특별시 금천구 시흥대로 215 (시흥동)
238,JM휘트니스,20050714,,,,,영업/정상,"서울특별시 광진구 영화사로 24  (중곡동,동화빌딩  5층)"
239,광명 휘트니스,20051024,,,,,영업/정상,"서울특별시 광진구 면목로17길 40 (중곡동, 동방프라자 지하1층 101호, 102호)"
240,드림헬스클럽,20051108,,,,,영업/정상,"서울특별시 광진구 천호대로129길 29  (중곡동,2층)"
241,휴먼짐,20060123,,,,,영업/정상,"서울특별시 광진구 천호대로 675, 6층 (구의동, 화동빌딩)"
242,광진구민체육센터,20060731,,,,,영업/정상,"서울특별시 광진구 구천면로 14 (광장동, 광진구민체육센터)"
243,동방헬스,20010509,,,,,영업/정상,"서울특별시 광진구 면목로17길 40, 2층 203호 (중곡동, 동방프라자)"
244,바디메이트 짐,20010516,,,,,영업/정상,"서울특별시 광진구 용마산로 10, 4층 (중곡동, 대붕빌딩)"
245,파워존,20010823,,,,,영업/정상,"서울특별시 광진구 영화사로 1  (중곡동,2층)"
246,뉴금천 휘트니스3,20070329,,,,,영업/정상,서울특별시 금천구 독산로50길 89 (시흥동)
247,퍼펙트짐,20071108,,,,,영업/정상,"서울특별시 금천구 한내로 62, 상가동 4010호 (독산동, 한신아파트)"
248,GoTo 휘트니스,20090723,,,,,영업/정상,"서울특별시 금천구 시흥대로 202 (시흥동,지하1층)"
249,거봉 휘트니스,20091104,,,,,영업/정상,"서울특별시 금천구 독산로64길 13  (독산동,3,4층)"
250,타운케이 휘트니스,20071226,,,,,영업/정상,서울특별시 광진구 뚝섬로 632 (자양동)
251,이루어짐 구의점,20080102,,,,,영업/정상,"서울특별시 광진구 구의로 3, 2층 (구의동, 쌍용빌딩)"
252,맥스토탈휘트니스,20080225,,,,,영업/정상,"서울특별시 광진구 아차산로 241, 6층 (화양동, 연한빌딩)"
253,SAP,20080526,,,,,영업/정상,"서울특별시 광진구 동일로 190, 비02호 (군자동)"
254,시너지휘트니스,20080610,,,,,영업/정상,"서울특별시 광진구 광나루로 346, 2층 (화양동, 브라운스톤화양)"
255,휘트니스파크,20090424,,,,,영업/정상,"서울특별시 광진구 능동로 259  (군자동,지하)"
256,머슬 H 휘트니스,19990423,,,,,영업/정상,"서울특별시 광진구 군자로 108 (군자동, 군자빌딩)"
257,상록헬스크리닉,19990715,,,,,영업/정상,"서울특별시 광진구 뚝섬로23길 43  (자양동,2층)"
258,스포츠클리닉밸런스,19990715,,,,,영업/정상,
259,메트로헬스,19991002,,,,,영업/정상,서울특별시 광진구 아차산로 373  (구의동)
260,스타일휘트니스클럽(무단폐업),20000404,,,,,영업/정상,서울특별시 광진구 용마산로 120 (중곡동)
261,아메리칸휘트니스,20010116,,,,,영업/정상,서울특별시 금천구 독산로 347  (독산동)
262,머슬킹,20070327,,,,,영업/정상,"서울특별시 광진구 면목로 126, 3,4층 (중곡동, 중곡동주차빌딩)"
263,아름다운휘트니스,20070425,,,,,영업/정상,"서울특별시 광진구 뚝섬로 622-1  (자양동,지하1층)"
264,제이피트휘트니스,20070704,,,,,영업/정상,"서울특별시 광진구 광나루로 410, B1층 04~06호 (화양동, KCC파크타운)"
265,휘트니스 트리,20070928,,,,,영업/정상,"서울특별시 광진구 천호대로 646, 지하1층 (능동, 능동나이스빌딩)"
266,헬스보이짐&골프인 가산역점,20060406,,,,,영업/정상,"서울특별시 금천구 벚꽃로 278, 비127호 (가산동, SJ테크노빌)"
267,퍼플짐앤요가,20061024,,,,,영업/정상,서울특별시 금천구 독산로 217 (독산동)
268,비타민 휘트니스,20070118,,,,,영업/정상,"서울특별시 금천구 시흥대로 399 (독산동,시티렉스 3층)"
269,주식회사 더랩스휘트니스 독산,20070124,,,,,영업/정상,"서울특별시 금천구 남부순환로 1372, 현경빌딩 (독산동)"
270,테크노휘트니스클럽,20020906,,,,,영업/정상,
271,시티짐 군자,20000512,,,,,영업/정상,"서울특별시 광진구 군자로 75 (군자동, 지장빌딩)"
272,세종 남여헬스(무단폐업),20000718,,,,,영업/정상,"서울특별시 광진구 구의로 6 (구의동, 신호빌딩)"
273,화인헬스,20000804,,,,,영업/정상,서울특별시 광진구 자양로 173  (구의동)
274,몸가짐 퍼스널트레이닝,20150209,,,,,영업/정상,"서울특별시 광진구 광나루로 396, 3층 (화양동)"
275,Choi's Body Balance,20150224,,,,,영업/정상,서울특별시 광진구 자양로18길 67 (구의동)
276,NX PT STUDIO,20150619,,,,,영업/정상,"서울특별시 광진구 뚝섬로 656, 2층 (자양동)"
277,2MR 휘트니스,20150625,,,,,영업/정상,"서울특별시 광진구 능동로 268, 2층 (능동)"
278,휘트니스 에이치투,20150730,,,,,영업/정상,"서울특별시 광진구 능동로19길 57, 3층 301호 (화양동)"
279,휘트니스베이 24시 건대점,20150730,,,,,영업/정상,"서울특별시 광진구 능동로19길 35, 지하3층 (화양동)"
280,노경우 퍼스널 트레이닝,20151119,,,,,영업/정상,"서울특별시 광진구 아차산로 484, 지하1층 (구의동)"
281,BODY119(바디119),20151221,,,,,영업/정상,"서울특별시 광진구 아차산로 599 (광장동, 광장동 신동아 파밀리에)"
282,워라밸피트니스 자양점,20151229,,,,,영업/정상,"서울특별시 광진구 뚝섬로 585 (자양동, 신축빌딩)"
283,제이바디웍스,20160407,,,,,영업/정상,"서울특별시 광진구 아차산로 438, 지하1층 (구의동)"
284,시흥점 스포애니 (주)케이디스포츠,20120717,,,,,영업/정상,"서울특별시 금천구 금하로 720, 4층 402호 (시흥동, 에벤에셀프라자)"
285,RSM 휘트니스,20130116,,,,,영업/정상,서울특별시 금천구 가산디지털2로 30 (가산동)
286,움 Gym,20130118,,,,,영업/정상,"서울특별시 금천구 서부샛길 606, 312~315호 (가산동, 대성 디폴리스)"
287,바디채널핏 독산점,20130412,,,,,영업/정상,서울특별시 금천구 시흥대로 392 (독산동)
288,에스바디짐,20131114,,,,,영업/정상,"서울특별시 금천구 벚꽃로 73, 302~304-1호 (독산동, 금천현대아파트)"
289,나다헬스,20090521,,,,,영업/정상,"서울특별시 광진구 능동로4길 17, 3층 (자양동, 원우상가)"
290,커브스구의클럽,20090804,,,,,영업/정상,"서울특별시 광진구 아차산로 481, 3층 (구의동)"
291,마크짐 휘트니스 - 강변역점,20090915,,,,,영업/정상,"서울특별시 광진구 구의강변로 45, 5층 (구의동, 구의동 복합빌딩)"
292,원모어 퍼스널트레이닝 스튜디오,20100512,,,,,영업/정상,"서울특별시 광진구 광나루로17길 10  (군자동,3층)"
293,난곡점 스포애니 (주)케이디스포츠,20050802,,,,,영업/정상,"서울특별시 금천구 남부순환로 1428, 6층 (독산동, 지오프라자)"
294,쉬리 여성전용 헬스클럽,20050929,,,,,영업/정상,서울특별시 금천구 독산로 49 (시흥동)
295,지비휘트니스문화센터,20051010,,,,,영업/정상,"서울특별시 금천구 시흥대로153길 99 (가산동,신평대일타운 6층)"
296,브이,20051021,,,,,영업/정상,서울특별시 금천구 독산로 123 (시흥동)
297,프라임헬스클럽,20030311,,,,,영업/정상,"서울특별시 광진구 아차산로 453  (구의동,(4층))"
298,월드스포츠센터,20030329,,,,,영업/정상,
299,아차산헬스클럽,20030826,,,,,영업/정상,서울특별시 광진구 자양로 312  (구의동)
300,군자휘트니스 크럽,19971103,,,,,영업/정상,"서울특별시 광진구 천호대로 510  (군자동,(3층))"
301,순수여성헬스,19990114,,,,,영업/정상,"서울특별시 광진구 아차산로 511  (광장동,지층)"
302,파나마 헬스클럽,20031017,,,,,영업/정상,"서울특별시 광진구 자양로26길 31, 2층 201호 (구의동, 명진빌딩)"
303,비스코헬스케어,20031106,,,,,영업/정상,"서울특별시 광진구 아차산로70길 62, 지하1,2층 (광장동, 광장현대3단지아파트)"
304,광진휘트니스,20031223,,,,,영업/정상,"서울특별시 광진구 뚝섬로 489, 2층 (자양동, 노룬산시장)"
305,대원헬스,20030417,,,,,영업/정상,"서울특별시 광진구 면목로 161 (중곡동, 중곡빌딩)"
306,바디앤소울,20040217,,,,,영업/정상,"서울특별시 광진구 군자로 137  (군자동,2층)"
307,엘리트짐,20040513,,,,,영업/정상,서울특별시 광진구 자양로 86 (자양동)
308,리버사이드 스포츠,20040608,,,,,영업/정상,"서울특별시 광진구 아차산로78길 44, 지하1층 (광장동)"
309,용곡체육관,19990420,,,,,영업/정상,서울특별시 광진구 용마산로 111  (중곡동)
310,유진헬스클럽,19891023,,,,,영업/정상,"서울특별시 광진구 자양번영로 42 (자양동, 공주빌딩)"
311,서울헬스,19891220,,,,,영업/정상,
312,중앙헬스클럽,19981128,,,,,영업/정상,"서울특별시 금천구 가산로 116, 2층 (가산동)"
313,몸가짐 PT&필라테스,20161221,,,,,영업/정상,"서울특별시 광진구 천호대로111길 9, 2층 (중곡동)"
314,드바디샵,20170406,,,,,영업/정상,"서울특별시 광진구 광나루로56길 34, 구의현대2단지 상가동 304호 (구의동)"
315,크로스핏 팀앤디,20170510,,,,,영업/정상,"서울특별시 광진구 광나루로 582, 지층 (구의동, 세종빌딩)"
316,조승호 아톰 휘트니스 PT,20180402,,,,,영업/정상,"서울특별시 광진구 광나루로 352, 2층 202호 (화양동)"
317,Youn-A PT샵,20180510,,,,,영업/정상,"서울특별시 광진구 천호대로 666, 3층 302호 (구의동)"
318,동부육체미,19900103,,,,,영업/정상,서울특별시 광진구 광나루로 379  (군자동)
319,휘트니스우먼,20170604,,,,,영업/정상,"서울특별시 광진구 동일로30길 23, 지층 (화양동, 케이타워오피스텔B)"
320,더테라 휘트니스,20170809,,,,,영업/정상,"서울특별시 광진구 뚝섬로 742, 지하2층 (구의동, 광성빌딩)"
321,원모어핏,20170920,,,,,영업/정상,"서울특별시 광진구 광나루로 586, 6층 (구의동)"
322,에이블짐 마곡나루점,20181129,,,,,영업/정상,"서울특별시 강서구 마곡중앙로 161-17, 보타닉파크타워Ⅰ 12층 (마곡동)"
323,GYM502,20181129,,,,,영업/정상,"경상남도 양산시 물금읍 야리로 5, 스타빌딩 302호"
324,림즈짐,20181129,,,,,영업/정상,"인천광역시 미추홀구 경원대로 812-1, 2층 (주안동)"
325,클락해치 VIP 트레이닝센터,20181226,,,,,영업/정상,"대구광역시 수성구 국채보상로 944, 범어빌딩 2층 (범어동)"
326,엠퍼스널트레이닝서초,20181227,,,,,영업/정상,"서울특별시 서초구 반포대로14길 42, 오영빌딩 3층 (서초동)"
327,메디핏,20181227,,,,,영업/정상,"서울특별시 영등포구 버드나루로 88, 인따르시아사옥 402~404호 (영등포동7가)"
328,제이비피트니스,20181204,,,,,영업/정상,경상남도 양산시 동면 금산5길 60-14
329,매드맥스짐,20181204,,,,,영업/정상,"부산광역시 연제구 월드컵대로 128, 행복한메디컬센타 지하층 (연산동)"
330,바디채널 첨단점,20181227,,,,,영업/정상,"광주광역시 광산구 임방울대로800번길 72, 대성트위스밸리 3층 (월계동)"
331,벨류필라테스 마북,20181108,,,,,영업/정상,"경기도 용인시 기흥구 마북로 159, 한성프라자 306호 (마북동)"
332,코어스트롱 휘트니스,20181108,,,,,영업/정상,"서울특별시 중랑구 신내로 193, 엘리어트하우스 지하1층 B01호 (신내동)"
333,대청spo5,20181122,,,,,영업/정상,"서울특별시 강남구 개포로 623, 대청타워 3층 (개포동)"
334,주식회사 태평로 바디스타,20181122,,,,,영업/정상,"서울특별시 중구 세종대로 55, 부영 태평빌딩 11층 (태평로2가)"
335,머슬 바디 핏,20181204,,,,,영업/정상,"강원도 강릉시 선수촌로 79-19, 2층 201,2호 (홍제동)"
336,베스트피트니스2,20181119,,,,,영업/정상,"부산광역시 해운대구 해운대해변로 163, B101호 (우동, 현대베네시티아파트)"
337,어썸피트니스,20181119,,,,,영업/정상,대전광역시 유성구 한밭대로 404 (궁동)
338,DYB GYM & QTP GYM,20181119,,,,,영업/정상,"경기도 평택시 송탄로40번길 79-6, 5층 (이충동)"
339,킹콩짐,20181119,,,,,영업/정상,"전라남도 여수시 덕충안길 86, 301호 (덕충동)"
340,FW FITNESS,20181119,,,,,영업/정상,"울산광역시 남구 북부순환도로1번길 7, 3층 (무거동)"
341,몬스터짐 입암점,20181204,,,,,영업/정상,"강원도 강릉시 성덕로 316-17, A동 2층 202호 (입암동)"
342,메루치양식장,20181119,,,,,영업/정상,"울산광역시 남구 대학로64번길 7-19, 202호 (무거동)"
343,FMPT,20181120,,,,,영업/정상,"경상북도 구미시 신시로 80, 4층 (송정동)"
344,티쳐피트니스,20181120,,,,,영업/정상,"제주특별자치도 제주시 신광로4길 42, 2층 (연동, 제움)"
345,D-gym,20181120,,,,,영업/정상,"경상북도 영주시 대학로261번길 5, 2층 (가흥동)"
346,네오피티 운동센터,20181120,,,,,영업/정상,"울산광역시 남구 삼산로 232, 6층 (달동)"
347,짐타임,20181120,,,,,영업/정상,"경기도 성남시 수정구 위례동로 153, 에이플타워 10층 (창곡동)"
348,G-Fit Fitness,20181204,,,,,영업/정상,"울산광역시 중구 번영로 580, SkyM빌딩 10층 1001, 1002호 (남외동)"
349,MVM휘트니스,20181105,,,,,영업/정상,"경기도 성남시 수정구 위례광장로 19, 아이페리온 5층 502~504호 (창곡동)"
350,제이토탈휘트니스 복정점,20181105,,,,,영업/정상,"경기도 성남시 수정구 복정로 41, 2층 (복정동)"
351,하이운동발달센터,20181105,,,,,영업/정상,"경상남도 양산시 동면 곡리2길 20, 자미돈숯불 2층"
352,팀윤짐(송도3호점),20190107,,,,,영업/정상,"인천광역시 연수구 하모니로 124, 701호 (송도동)"
353,워너짐,20181107,,,,,영업/정상,"서울특별시 양천구 등촌로 236, 3층 (목동)"
354,더 바이브 핏,20181107,,,,,영업/정상,"울산광역시 남구 법대로8번길 3, 3층 (옥동)"
355,스컬휘트니스,20181107,,,,,영업/정상,"충청북도 음성군 대소면 대동로 863, 2층"
356,바모스 스포츠클럽,20190122,,,,,영업/정상,"경기도 안산시 단원구 초지2로 69, 풍림타운 2층 203호 (초지동)"
357,피타짐,20190123,,,,,영업/정상,"경기도 부천시 오정로 226-1, 3,4,5층 (오정동)"
358,스마트 바디,20190121,,,,,영업/정상,"경상남도 통영시 미수로 100, 3층 (미수동)"
359,스포애니 신설동역점,20190121,,,,,영업/정상,서울특별시 동대문구 천호대로 3 (신설동)
360,(주)올집웰리빙서비스 올짐휘트니스 시청지점,20190111,,,,,영업/정상,"부산광역시 연제구 연수로 103, 지하1층 101호 (연산동, 시청스마트더블유아파트)"
361,비케이짐 피트니스,20190111,,,,,영업/정상,"전라남도 광양시 공영로 67, 3층 (중동)"
362,워너짐,20190122,,,,,영업/정상,"부산광역시 서구 구덕로 216, 명보빌딩 2층 (부민동1가)"
363,더 제이핏,20190117,,,,,영업/정상,"경상남도 양산시 동면 금오13길 50, 301호"
364,땀PT,20190118,,,,,영업/정상,"전라북도 전주시 완산구 호암로 21, 2층 202호 (효자동2가)"
365,뉴대구헬스,20190121,,,,,영업/정상,대구광역시 서구 서대구로 45 (내당동)
366,히든짐,20190117,,,,,영업/정상,"대구광역시 북구 매전로 80, 3층 301호 (태전동)"
367,(주)바운스 트램폴린파크 삼성센터,20190117,,,,,영업/정상,"서울특별시 강남구 영동대로 325, B3층 (대치동, 해암빌딩)"
368,바디플레이스,20190118,,,,,영업/정상,"서울특별시 중랑구 용마산로 384, A동 201(일부),202,301호 (면목동, 이안애)"
369,원피티(ONEPT),20190121,,,,,영업/정상,"울산광역시 남구 남중로74번길 21, 2층 (삼산동)"
370,맥스 휘트니스 클럽,20190123,,,,,영업/정상,"인천광역시 강화군 강화읍 동문안길 9-1, 청원빌딩 4층"
